Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
215506,B0014X5O1C,A3L1MEXXDI4Q77,"Miranda Prince ""Punky Monkey""",0,0,3,1210809600,A Mixed Review,"This is a weird item for me to review, because I didn't like it at all, but my husband liked it a lot. If you want to know what this juice tastes like, put equal parts club soda and orange juice in a glass, stir, and drink. If you like that, you'll like this. If you don't, you won't."
310073,B008EM51FA,A1LIUVTHZ15MAY,"Olubunmi ""WAPrincess""",13,13,4,1257552000,Great Product.,Authentic ginger flavour & goodness.  Dissolves quickly in hot liquids.  Unusual application: Crush a packet and sprinkle 1/4 over strawberries or Grapefuit.  Delicious!
79821,B001IZM92S,A1R06BFDS1P5HV,M. Payne,0,0,5,1316044800,Love these!,"I was looking for 'apple crisps' but didn't want artificial ingredients or sugar added.  These fit the bill! Deliciously tart and semi- sweet.  Crisp enough but still a bit chewy...the best part?  My kids HATE them! Yum, Yum...more for me:-)"
165962,B0009F3SA0,A9GMM8JTCGWMA,Jason,8,13,2,1174176000,I'm sure it works if you can stomach it...,"I'm sorry to give this a poor review, but tea has to taste good in order for me to drink it. I often drink a large variety of bedtime teas and have never tasted any tea this awful. I can't speak for how well it works because I couldn't drink the whole cup even though I attempted to force myself. Yogi makes some good teas, but this I just couldn't stomach."
165957,B0009F3SA0,A1TBI2FGA81KNH,yamihoo,0,0,5,1293926400,Wonderful relaxing night time endulgence,This tea has become a staple in our house. Nothing like this wonderful tasting tea to wind down with at the end of the day. The flavor is amazing! Try it! Can't beat this price on Amazon.
540223,B0006SDRRE,AJ252GSX3A4NE,Chris Franklin,0,0,2,1341964800,Best Tea Ever - Bad Experience this time around,"I've loved this tea for over 15 years.  This latest shipment I got was  VERY weak though... not even strong enough to make one cup.  VERY disappointing.  (Also, they are not offering Free Prime Shipping anymore?  Please bring it back and I'll give you another chance!)"
540277,B0006SDRRE,A2Q0N5ZD4EGKFW,"Jehoiada ""KRM""",0,1,2,1207094400,Usually very good,"Their spice tea is usually very good and fresh, however, my most recent shipment is probably not very fresh.  In a previous shipment of teabags, I noticed that each teabag would quickly flavor a cup and a half of tea, whereas in the shipment I recently received, a bag will barely flavor one cup, and by the time it is well flavored, the tea is cold."
88675,B000PMJLJO,A13WBUX01Q4D35,A. Beckstedt,0,1,2,1246233600,It's beef jerky ...,I would recommend to stick with the bagged beef jerky. I bought these because I thought it would be much easier to transport with me on the go like road trips but the taste is way off compared to the bagged jerky and I didnt care for it. Very dissapointed in the taste.
165960,B0009F3SA0,AW7BCGE37EWKE,Ricky Lopez,0,0,4,1265587200,Citrus after taste,"I don't like the citrus after taste the tea leaves in the back of my throat.  My fiance, however loves it.  I will say however, that the mint scent is very relaxing.  It may be the way I am brewing the tea: I tried brewing for 1-2 minutes, 5-6 minutes and 9-10 minutes.  The box recommends a brew time of 9-10 minutes, but I've found that too short a brewing time tastes like poorly flavored watered, but too long a brewing time really kicks up the notch on that citrus after taste.  My fiance says that she doesn't think it taste like citrus, but rather more of a sweet honey flavor.<br /><br />Update: I now brew about 4 minutes but in a much bigger cup and now I enjoy the tea (although I still think other tea's taste better) So I'm changing from 3 stars to 4 stars."
215494,B0014X5O1C,A8NWJUAKUT0EA,Rina Ikubura,0,0,5,1284940800,Great stuff!!,"I wasn't sure what to expect when I first tried the Izze Sparkling drink, but I was pleasantly surprised. The drink is carbonated, but the carbonation is just right, not too strong or too weak. Although the 8.4 oz drink has 90 calories and 21g of sugar, it does contain 70% fruit juice which can be pretty sweet.<br /><br />This is a refreshing drink, and a nice size if you want something less than a regular 12 oz can. There is very little after taste, if any at all, and the beverage provides a refreshing light feeling clem juice inspired experience. Also, Izze drinks are best served cold!"
560245,B002UT92EY,A2TCUHC9FST857,D. Newell,5,5,5,1314403200,This stuff saved me a lot of money in vet bills,"We originally got 2 cats from our shelter, and one seemed to be healthy as a rock from day 1 (Zachy), but the other (Doc) had problems with soft bowel movements and really stinky odors.<br /><br />After a lot of vet visits and treatments, and many months of steroids, he got a bit better....at least well enough for us to not be worried about it.<br /><br />We added a 3rd cat (Sully) 4-5 months later, and he had worms at first....we treated the poor guy for worms, got those cleared up...but his bowel issues persisted. We ran hundreds of dollars of tests and half a dozen vet visits to 2 different vets with the poor guy.<br /><br />He was bloated with bad gas, farted all the time (and could clean out a room), and his poop was just absolute liquid..and would squirt fiercely all over the side of the litter box because he had so much gas.<br /><br />We were finally at a loss what to do, we had him on Prescription Diet (WD) and he got a little better, but not much.<br /><br />Finally one day, I saw a Blue Buffalo rep at Petco, and I was just chatting with him about my cats having issues throwing up food after eating. The guy really knew his stuff, and immediately asked if their food bowl was on the ground. It was, and he suggested I elevate it about 4-5 inches. Immediately, it stopped all problems they were having throwing up.<br /><br />Next time I was in the store we were talking about my cat's stomach problems and I was buying some Science Diet for sensitive stomachs (which did as much (or little) as the WD, so we were using it) and he asked if I had tried any of Blue Buffalo's products. He wasn't pushy at all, but said it might be worth a shot trying the wilderness line and getting rid of the grains.<br /><br />After doing some quick research online on my mobile phone, I was really skeptical...I saw some reviews where people said their cats didn't like it or threw up with it, and I was a little concerned.<br /><br />However, I finally decided to try it, and I bought a bag.<br /><br />Even mixed in with the old food, I saw almost an immediate difference the day after starting. Sully's gas started getting better and his poo got a little firmer.<br /><br />By the time I had them on 100% of the Wilderness Chicken, his poo stink was gone, his stomach swelling was gone, and he didn't have his gas anymore....and his poo was looking normal!<br /><br />Fast forward a few months and 4x 12 lb bags later, these guys are doing absolutely great. One of my first cats, Doc, no longer has his bowel stink or soft poop issues...and I don't have to feed him steroid pills. Zachy is still just Zachy, I swear he could eat anything and be fine lol...and Sully has gained weight (we gained no weight when we first got him because of the bowel issues) and Doc's coat looks VERY healthy...we always called him crunchers because his coat just looked like crap all the time.<br /><br />Blue Buffalo is a life saver....I only wish I had discovered Grain Free cat foods about 500-600 dollars in vet bills before!"
442320,B0030HSFW0,A1USNCN66MRYC9,SYL,5,12,2,1325548800,You have no choice,"This is the only hog casing in small bag Amazon carry. So I don't have choice since I don't want to spend extra $$ on shipping. it's say for 25 pound on their bag but I could only fill with 15 lb. yes, if you include all the broken part, too thin or too thick part. the only thing I can say it is usable."
501118,B000YVGMZW,A3EIBXNQNZFP9J,roseo,0,0,5,1279238400,This Tuna is very tasty.,"Love this tuna, it's a bit spendy, but for me it's worth it. I find that a lot of tuna lately has no flavor at all.  I could eat this by itself right out of the can.  I use it with <a href=""http://www.amazon.com/gp/product/B000GPRNGS"">Annie Chun's Rice Express Sprouted Brown Rice, 6.3-Ounce Microwavable Bowls (Pack of 6)</a>"
